date,new_cases,total_cases,new_deaths,total_deaths,new_tests,total_tests,cases_per_million,deaths_per_million,tests_per_million
2020-02-14,0.0,3.0,0.0,0.0,,,0.04961808299940915,0.0,
2020-02-15,0.0,3.0,0.0,0.0,,,0.04961808299940915,0.0,
2020-02-16,0.0,3.0,0.0,0.0,,,0.04961808299940915,0.0,
2020-02-17,0.0,3.0,0.0,0.0,,,0.04961808299940915,0.0,
2020-02-18,0.0,3.0,0.0,0.0,,,0.04961808299940915,0.0,
2020-02-19,0.0,3.0,0.0,0.0,,,0.04961808299940915,0.0,
2020-02-20,0.0,3.0,0.0,0.0,,,0.04961808299940915,0.0,
2020-02-21,0.0,3.0,0.0,0.0,,,0.04961808299940915,0.0,
2020-02-22,14.0,17.0,0.0,0.0,,,0.28116913699665186,0.0,
2020-02-23,62.0,79.0,2.0,2.0,,,1.3066095189844409,0.0330787219996061,
2020-02-24,53.0,132.0,0.0,2.0,,,2.1831956519740023,0.0330787219996061,
2020-02-25,97.0,229.0,4.0,6.0,,,3.7875136689548983,0.0992361659988183,
2020-02-26,93.0,322.0,5.0,11.0,,,5.325674241936582,0.18193297099783354,
2020-02-27,78.0,400.0,1.0,12.0,,,6.61574439992122,0.1984723319976366,
2020-02-28,250.0,650.0,5.0,17.0,,,10.750584649871982,0.28116913699665186,
2020-02-29,238.0,888.0,4.0,21.0,,,14.686952567825108,0.34732658099586405,
2020-03-01,240.0,1128.0,8.0,29.0,,,18.656399207777838,0.47964146899428844,
2020-03-02,561.0,1689.0,6.0,35.0,,,27.93498072866735,0.5788776349931067,
2020-03-03,347.0,2036.0,17.0,52.0,,,33.67413899559901,0.8600467719897585,
2020-03-04,466.0,2502.0,28.0,80.0,,,41.38148122150723,1.323148879984244,
2020-03-05,587.0,3089.0,27.0,107.0,,,51.09008612839162,1.7697116269789264,
2020-03-06,769.0,3858.0,41.0,148.0,,,63.80885473724016,2.447825427970851,
2020-03-07,778.0,4636.0,49.0,197.0,,,76.67647759508694,3.2582541169612007,
2020-03-08,1247.0,5883.0,36.0,233.0,,,97.30106076184134,3.8536711129541104,
2020-03-09,1492.0,7375.0,133.0,366.0,,,121.97778737354749,6.053406125927916,
2020-03-10,1797.0,9172.0,98.0,464.0,,,151.69901909019356,7.674263503908615,
2020-03-11,977.0,10149.0,167.0,631.0,,,167.85797478700115,10.436336790875725,
2020-03-12,2313.0,12462.0,196.0,827.0,,,206.1135167795456,13.678051546837121,
2020-03-13,2651.0,15113.0,189.0,1016.0,,,249.95936279002348,16.8039907757999,
2020-03-14,2547.0,17660.0,252.0,1268.0,,,292.0851152565219,20.971909747750267,
2020-03-15,3497.0,21157.0,173.0,1441.0,,,349.9232606728331,23.833219200716194,
2020-03-16,2823.0,23980.0,370.0,1811.0,,,396.6138767752771,29.95278277064332,
2020-03-17,4000.0,27980.0,347.0,2158.0,,,462.7713207744893,35.69194103757498,
2020-03-18,3526.0,31506.0,347.0,2505.0,,,521.0891076597949,41.43109930450664,
2020-03-19,4207.0,35713.0,473.0,2978.0,,,590.6701993859663,49.254217057413484,
2020-03-20,5322.0,41035.0,429.0,3407.0,,,678.6926786269181,56.34960292632899,
2020-03-21,5986.0,47021.0,625.0,4032.0,,,777.6972935717392,66.6867035512059,
2020-03-22,6557.0,53578.0,795.0,4827.0,,,886.1458836474478,79.83549554604932,
2020-03-23,5560.0,59138.0,649.0,5476.0,,,978.1047308063527,90.5695408349215,
2020-03-24,4789.0,63927.0,601.0,6077.0,,,1057.3117306344095,100.50969679580314,
2020-03-25,5249.0,69176.0,743.0,6820.0,,,1144.1268365223757,112.7984420186568,
2020-03-26,5210.0,74386.0,685.0,7505.0,,,1230.2969073313495,124.12790430352189,
2020-03-27,6153.0,80539.0,660.0,8165.0,,,1332.0635955631378,135.0438825633919,
2020-03-28,5959.0,86498.0,971.0,9136.0,,,1430.6216477609642,151.10360209420065,
2020-03-29,5974.0,92472.0,887.0,10023.0,,,1529.4277903737875,165.77401530102597,
2020-03-30,5217.0,97689.0,758.0,10781.0,,,1615.71363670976,178.31085093887668,
2020-03-31,4050.0,101739.0,810.0,11591.0,,,1682.6980487589624,191.70773334871714,
2020-04-01,4053.0,105792.0,839.0,12430.0,,,1749.7320788911643,205.58425722755192,
2020-04-02,4782.0,110574.0,727.0,13157.0,,,1828.8233031922223,217.6083726744087,
2020-04-03,4668.0,115242.0,760.0,13917.0,,,1906.029040339303,230.17828703425903,
2020-04-04,4585.0,119827.0,764.0,14681.0,,,1981.8620105234,242.81435883810857,
2020-04-05,4805.0,124632.0,681.0,15362.0,,,2061.3336401274537,254.07766367897443,
2020-04-06,4316.0,128948.0,527.0,15889.0,,,2132.7175222026035,262.79390692587066,
2020-04-07,3599.0,132547.0,636.0,16525.0,,,2192.242682440895,273.3129405217454,
2020-04-08,3039.0,135586.0,604.0,17129.0,,,2242.5058005192964,283.30271456562645,
2020-04-09,3836.0,139422.0,540.0,17669.0,,,2305.9507893145405,292.23396950552007,
2020-04-10,4204.0,143626.0,612.0,18281.0,,,2375.482262957713,302.35605843739955,
2020-04-11,3951.0,147577.0,570.0,18851.0,,,2440.8292782679346,311.7834942072873,
2020-04-12,4694.0,152271.0,619.0,19470.0,,,2518.46503880101,322.0213586661654,
2020-04-13,4092.0,156363.0,431.0,19901.0,,,2586.144104012204,329.14982325708047,
2020-04-14,3153.0,159516.0,564.0,20465.0,,,2638.2927092445834,338.4780228609694,
2020-04-15,2972.0,162488.0,604.0,21069.0,,,2687.447690135998,348.46779690485045,
2020-04-16,2667.0,165155.0,578.0,21647.0,,,2731.5581659224727,358.02754756273663,
2020-04-17,3786.0,168941.0,525.0,22172.0,,,2794.176186667727,366.7107120876332,
2020-04-18,3493.0,172434.0,575.0,22747.0,,,2851.948174640039,376.22084466251994,
2020-04-19,3491.0,175925.0,480.0,23227.0,,,2909.6870838903515,384.1597379424254,
2020-04-20,3047.0,178972.0,433.0,23660.0,7841.0,943151.0,2960.082516856751,391.3212812553401,15599.114866325246
2020-04-21,2256.0,181228.0,454.0,24114.0,28095.0,971246.0,2997.395315272307,398.83015114925075,16063.788213614713
2020-04-22,2729.0,183957.0,534.0,24648.0,44248.0,1015494.0,3042.5312314407697,407.66216992314554,16795.621859133997
2020-04-23,3370.0,187327.0,437.0,25085.0,37083.0,1052577.0,3098.2688780101057,414.8898706800595,17408.950983089693
2020-04-24,2646.0,189973.0,464.0,25549.0,95273.0,1147850.0,3142.0320272155845,422.5641341839681,18984.70552362393
2020-04-25,3021.0,192994.0,420.0,25969.0,38676.0,1186526.0,3191.99743679599,429.5106658038854,19624.381849652313
2020-04-26,2357.0,195351.0,415.0,26384.0,24113.0,1210639.0,3230.9807106725257,436.37450061880367,20023.195461440562
2020-04-27,2324.0,197675.0,260.0,26644.0,26678.0,1237317.0,3269.418185636068,440.67473447875244,20464.43253419331
2020-04-28,1739.0,199414.0,333.0,26977.0,37554.0,1274871.0,3298.180134414725,446.1823416916869,21085.55169717991
2020-04-29,2091.0,201505.0,382.0,27359.0,38589.0,1313460.0,3332.7639382653133,452.50037759361163,21723.789098801313
2020-04-30,2086.0,203591.0,323.0,27682.0,41441.0,1354901.0,3367.2650453109027,457.842591196548,22409.196757994152
2020-05-01,1872.0,205463.0,285.0,27967.0,43732.0,1398633.0,3398.226729102534,462.55630908149186,23132.49609323754
2020-05-02,1965.0,207428.0,269.0,28236.0,31231.0,1429864.0,3430.726573467147,467.0053971904389,23649.036876622387
2020-05-03,1900.0,209328.0,474.0,28710.0,27047.0,1456911.0,3462.151359366773,474.8450543043455,24096.37697358406
2020-05-04,1389.0,210717.0,174.0,28884.0,22999.0,1479910.0,3485.124531795499,477.72290311831125,24476.76573721853
2020-05-05,1221.0,211938.0,195.0,29079.0,32211.0,1512121.0,3505.319091576259,480.9480785132729,25009.515094383187
2020-05-06,1075.0,213013.0,236.0,29315.0,37771.0,1549892.0,3523.0989046510467,484.8513677092264,25634.223298706747
2020-05-07,1444.0,214457.0,369.0,29684.0,13665.0,1563557.0,3546.9817419347623,490.9543919181537,25860.233666769058
2020-05-08,1401.0,215858.0,274.0,29958.0,45428.0,1608985.0,3570.1533866954865,495.4861768320998,26611.58375826811
2020-05-09,1327.0,217185.0,243.0,30201.0,36091.0,1645076.0,3592.1011187422255,499.5052415550519,27208.505836112003
2020-05-10,1083.0,218268.0,194.0,30395.0,31384.0,1676460.0,3610.013246705012,502.7138775890137,27727.57714172982
2020-05-11,802.0,219070.0,165.0,30560.0,25823.0,1702283.0,3623.277814226854,505.44287215398117,28154.673060827736
2020-05-12,744.0,219814.0,179.0,30739.0,39620.0,1741903.0,3635.5830988107073,508.40341777294594,28809.96254363993
2020-05-13,1402.0,221216.0,172.0,30911.0,37049.0,1778952.0,3658.7712829324314,511.24818786491204,29422.729329321635
2020-05-14,888.0,222104.0,195.0,31106.0,41131.0,1820083.0,3673.4582355002563,514.4733632598736,30103.009786604533
2020-05-15,992.0,223096.0,262.0,31368.0,39027.0,1859110.0,3689.865281612061,518.8066758418221,30748.49142834385
2020-05-16,789.0,223885.0,242.0,31610.0,40657.0,1899767.0,3702.9148374409056,522.8092012037744,31420.93222851284
2020-05-17,875.0,224760.0,153.0,31763.0,33505.0,1933272.0,3717.3867783157334,525.3397234367443,31975.08351881124
2020-05-18,675.0,225435.0,145.0,31908.0,26101.0,1959373.0,3728.5508469906003,527.7379307817157,32406.7773802671
2020-05-19,451.0,225886.0,99.0,32007.0,40226.0,1999599.0,3736.0100988015115,529.3753275206961,33072.08971584518
2020-05-20,813.0,226699.0,162.0,32169.0,38617.0,2038216.0,3749.4565992943517,532.0547040026643,33710.79021957457
2020-05-21,665.0,227364.0,161.0,32330.0,40644.0,2078860.0,3760.4552743592203,534.7175411236326,34383.01600805057
2020-05-22,642.0,228006.0,156.0,32486.0,42987.0,2121847.0,3771.073544121094,537.2976814396019,35093.993519349104
2020-05-23,652.0,228658.0,130.0,32616.0,42579.0,2164426.0,3781.8572074929657,539.4477983695763,35798.22297135971
2020-05-24,669.0,229327.0,119.0,32735.0,34206.0,2198632.0,3792.922040001834,541.4159823285528,36363.96835371898
2020-05-25,531.0,229858.0,50.0,32785.0,20676.0,2219308.0,3801.7044406927293,542.242950378543,36705.936181750905
2020-05-26,300.0,230158.0,92.0,32877.0,33944.0,2253252.0,3806.6662489926703,543.7645715905248,37267.34825152822
2020-05-27,397.0,230555.0,78.0,32955.0,37299.0,2290551.0,3813.232375309592,545.0546417485095,37884.24987745987
2020-05-28,584.0,231139.0,117.0,33072.0,39838.0,2330389.0,3822.891362133477,546.9897469854865,38543.14494097003
2020-05-29,593.0,231732.0,70.0,33142.0,38233.0,2368622.0,3832.6992032063604,548.1475022554727,39175.4943300755
2020-05-30,516.0,232248.0,87.0,33229.0,36051.0,2404673.0,3841.233513482259,549.5864266624556,39771.7548334794
2020-05-31,416.0,232664.0,111.0,33340.0,28948.0,2433621.0,3848.1138876581767,551.4222957334337,40250.5362557017
2020-06-01,355.0,233019.0,75.0,33415.0,18053.0,2451674.0,3853.9853608131066,552.6627478084189,40549.12133983114
2020-06-02,178.0,233197.0,60.0,33475.0,25628.0,2477302.0,3856.9293670710717,553.6551094684071,40972.992083534096
2020-06-03,318.0,233515.0,55.0,33530.0,20035.0,2497337.0,3862.1888838690093,554.5647743233963,41304.358181165146
2020-06-04,321.0,233836.0,71.0,33601.0,27451.0,2524788.0,3867.498018749946,555.7390689543822,41758.38017997074
2020-06-05,177.0,234013.0,88.0,33689.0,40470.0,2565258.0,3870.425485646911,557.1945327223649,42427.72811963277
2020-06-06,518.0,234531.0,85.0,33774.0,34036.0,2599294.0,3878.992874644809,558.6003784073482,42990.66181062207
2020-06-07,270.0,234801.0,72.0,33846.0,27894.0,2627188.0,3883.458502114756,559.791212399334,43452.01074635057
2020-06-08,197.0,234998.0,53.0,33899.0,16301.0,2643489.0,3886.7167562317168,560.6677985323236,43721.618870008366
2020-06-09,280.0,235278.0,65.0,33964.0,32200.0,2675689.0,3891.347777311662,561.7428569973108,44254.18629420202
2020-06-10,283.0,235561.0,79.0,34043.0,37865.0,2713554.0,3896.0284164746063,563.0494665162952,44880.449198459566
2020-06-11,202.0,235763.0,71.0,34114.0,32991.0,2746545.0,3899.3693673965663,564.2237611472813,45426.09925720406
2020-06-12,379.0,236142.0,53.0,34167.0,37651.0,2784196.0,3905.6377852154915,565.1003472802707,46048.82273820765
2020-06-13,163.0,236305.0,56.0,34223.0,32880.0,2817076.0,3908.3337010584596,566.0265514962598,46592.636927881176
2020-06-14,346.0,236651.0,78.0,34301.0,29545.0,2846621.0,3914.0563199643916,567.3166216542444,47081.29234862036
2020-06-15,338.0,236989.0,44.0,34345.0,17463.0,2864084.0,3919.646623982325,568.0443535382358,47370.11920975992
2020-06-16,301.0,237290.0,26.0,34371.0,27762.0,2891846.0,3924.624971643266,568.4743769242306,47829.28494983645
2020-06-17,210.0,237500.0,34.0,34405.0,33957.0,2925803.0,3928.098237453224,569.0367151982239,48390.91203130676
2020-06-18,328.0,237828.0,43.0,34448.0,32921.0,2958724.0,3933.5231478611595,569.7479077212155,48935.40433478128
2020-06-19,331.0,238159.0,66.0,34514.0,28570.0,2987294.0,3938.9976763520945,570.8395055472024,49407.93387854565
2020-06-20,91.5,238250.5,47.0,34561.0,29875.0,3017169.0,3940.5110278835764,571.6168555141932,49902.04728841477
2020-06-21,264.0,238514.5,49.0,34610.0,24581.0,3041750.0,3944.8774191875245,572.4272842031835,50308.60132115093
2020-06-22,224.0,238738.5,24.0,34634.0,16152.0,3057902.0,3948.5822360514803,572.8242288671788,50575.74508001975
2020-06-23,221.0,238959.5,23.0,34657.0,23225.0,3081127.0,3952.237434832437,573.2046341701742,50959.87173924017
2020-06-24,113.0,239072.5,18.0,34675.0,30237.0,3111364.0,3954.1063826254144,573.5023426681707,51459.972397791214
2020-06-25,577.0,239649.5,-31.0,34644.0,29421.0,3140785.0,3963.649593922301,572.9896224771768,51946.57693776642
2020-06-26,296.0,239945.5,34.0,34678.0,28331.0,3169116.0,3968.5452447782427,573.5519607511701,52415.15357425184
2020-06-27,255.0,240200.5,30.0,34708.0,29721.0,3198837.0,3972.7627818331925,574.0481415811643,52906.71992252699
2020-06-28,175.0,240375.5,8.0,34716.0,21183.0,3220020.0,3975.6571700081577,574.1804564691627,53257.07320658582
2020-06-29,174.0,240549.5,22.0,34738.0,15484.0,3235504.0,3978.5350188221237,574.5443224111583,53513.16867230677
2020-06-30,126.0,240675.5,6.0,34744.0,28471.0,3263975.0,3980.6189783080986,574.6435585771571,53984.06081933216
2020-07-01,142.0,240817.5,23.0,34767.0,29325.0,3293300.0,3982.967567570071,575.0239638801526,54469.077580651385
2020-07-02,182.0,240999.5,21.0,34788.0,29147.0,3322447.0,3985.977731272035,575.3712904611485,54951.15033571264
2020-07-03,201.0,241200.5,30.0,34818.0,25680.0,3348127.0,3989.3021428329953,575.8674712911426,55375.88112618758
2020-07-04,223.0,241423.5,15.0,34833.0,28946.0,3377073.0,3992.9904203359515,576.1155617061396,55854.62946968788
2020-07-05,235.0,241658.5,21.0,34854.0,21166.0,3398239.0,3996.877170170905,576.4628882871355,56204.70158460971
2020-07-06,192.0,241850.5,7.0,34861.0,13771.0,3412010.0,4000.0527274828673,576.5786638141341,56432.465124938004
2020-07-07,208.0,242058.5,8.0,34869.0,22490.0,3434500.0,4003.4929145708265,576.7109787021325,56804.435353823574
2020-07-08,137.0,242195.5,30.0,34899.0,28679.0,3463179.0,4005.7588070277993,577.2071595321266,57278.767687936925
2020-07-09,193.0,242388.5,15.0,34914.0,29947.0,3493126.0,4008.9509037007615,577.4552499471237,57774.071931798026
2020-07-10,214.0,242602.5,12.0,34926.0,27251.0,3520377.0,4012.4903269547194,577.6537222791213,58224.78605840366
2020-07-11,276.0,242878.5,12.0,34938.0,25449.0,3545826.0,4017.055190590665,577.852194611119,58645.696256487645
2020-07-12,188.0,243066.5,7.0,34945.0,23061.0,3568887.0,4020.164590458628,577.9679701381176,59027.110460504104
2020-07-13,234.0,243300.5,9.0,34954.0,14006.0,3582893.0,4024.0348009325817,578.1168243871158,59258.760750667345
2020-07-14,169.0,243469.5,13.0,34967.0,24222.0,3607115.0,4026.8299529415485,578.3318360801132,59659.377152804576
2020-07-15,114.0,243583.5,17.0,34984.0,28392.0,3635507.0,4028.715440095526,578.6130052171098,60128.96269031098
2020-07-16,162.0,243745.5,13.0,34997.0,28089.0,3663596.0,4031.394816577494,578.8280169101073,60593.53680143445
2020-07-17,230.0,243975.5,20.0,35017.0,28661.0,3692257.0,4035.198869607449,579.1588041301034,61067.57142704981
2020-07-18,231.0,244206.5,11.0,35028.0,27569.0,3719826.0,4039.019461998403,579.3407371011012,61523.54507045338
2020-07-19,249.0,244455.5,14.0,35042.0,20621.0,3740447.0,4043.1377628873543,579.5722881550985,61864.60323363032
2020-07-20,218.0,244673.5,3.0,35045.0,14121.0,3754568.0,4046.7433435853113,579.6219062380978,62098.15555030853
2020-07-21,190.0,244863.5,13.0,35058.0,23915.0,3778483.0,4049.885822175274,579.8369179310953,62493.694368618824
2020-07-22,128.0,244991.5,15.0,35073.0,29288.0,3807771.0,4052.002860383249,580.0850083460923,62978.09917358106
2020-07-23,280.0,245271.5,9.0,35082.0,33018.0,3840789.0,4056.6338814631936,580.2338625950906,63524.195795072555
2020-07-24,306.0,245577.5,10.0,35092.0,28970.0,3869759.0,4061.694925929133,580.3992562050886,64003.341083236846
2020-07-25,252.0,245829.5,5.0,35097.0,28059.0,3897818.0,4065.862844901084,580.4819530100876,64467.41901353032
2020-07-26,274.0,246103.5,5.0,35102.0,25177.0,3922995.0,4070.39462981503,580.5646498150867,64883.83050542236
2020-07-27,254.0,246357.5,5.0,35107.0,19374.0,3942369.0,4074.5956275089798,580.6473466200856,65204.26408543255
2020-07-28,168.0,246525.5,5.0,35112.0,25341.0,3967710.0,4077.3742401569466,580.7300434250847,65623.38803252856
2020-07-29,202.0,246727.5,11.0,35123.0,30875.0,3998585.0,4080.7151910789066,580.9119763960825,66134.04080339748
2020-07-30,288.0,247015.5,6.0,35129.0,33396.0,4031981.0,4085.47852704685,581.0112125620814,66686.38930334689
2020-07-31,382.0,247397.5,3.0,35132.0,29686.0,4061667.0,4091.796562948775,581.0608306450807,67177.37677398705
2020-08-01,379.0,247776.5,9.0,35141.0,31905.0,4093572.0,4098.0649807677,581.2096848940789,67705.06508668576
2020-08-02,295.0,248071.5,5.0,35146.0,24496.0,4118068.0,4102.944092262642,581.292381699078,68110.21327373694
2020-08-03,238.0,248309.5,8.0,35154.0,13467.0,4131535.0,4106.880460180595,581.4246965870764,68332.94884832129
2020-08-04,159.0,248468.5,12.0,35166.0,23491.0,4155026.0,4109.510218579564,581.623168919074,68721.47497756766
2020-08-05,190.0,248658.5,5.0,35171.0,29739.0,4184765.0,4112.652697169527,581.7058657240731,69213.33903434081
2020-08-06,384.0,249042.5,10.0,35181.0,32169.0,4216934.0,4119.003811793451,581.871259334071,69745.39373834347
2020-08-07,401.0,249443.5,6.0,35187.0,30392.0,4247326.0,4125.636095554372,581.9704955000699,70248.05799784948
2020-08-08,552.0,249995.5,3.0,35190.0,26631.0,4273957.0,4134.7658228262635,582.0201135830694,70688.51772063524
2020-08-09,347.0,250342.5,13.0,35203.0,22773.0,4296730.0,4140.504981093195,582.2351252760667,71065.16858868375
2020-08-10,463.0,250805.5,2.0,35205.0,10904.0,4307634.0,4148.162705236104,582.2682039980664,71245.51378102561
2020-08-11,259.0,251064.5,4.0,35209.0,22063.0,4329697.0,4152.446399735053,582.3343614420655,71610.42170276426
2020-08-12,412.0,251476.5,6.0,35215.0,27330.0,4357027.0,4159.260616466971,582.4335976080644,72062.44243888889
2020-08-13,476.0,251952.5,10.0,35225.0,25629.0,4382656.0,4167.133352302878,582.5989912180625,72486.32972195283
2020-08-14,522.0,252474.5,6.0,35231.0,24868.0,4407524.0,4175.766898744775,582.6982273840613,72897.63055129594
2020-08-15,574.0,253048.5,3.0,35234.0,25937.0,4433461.0,4185.260491958662,582.7478454670606,73326.61195754782
2020-08-16,629.0,253677.5,158.0,35392.0,22470.0,4455931.0,4195.663750027538,585.3610645050295,73698.2513992134
2020-08-17,477.0,254154.5,4.0,35396.0,21379.0,4477310.0,4203.553025224444,585.4272219490288,74051.8463980282
2020-08-18,320.0,254474.5,4.0,35400.0,32687.0,4509997.0,4208.845620744381,585.4933793930279,74592.46849102875
2020-08-19,401.0,254875.5,5.0,35405.0,41290.0,4551287.0,4215.477904505302,585.576076198027,75275.37870671062
2020-08-20,642.0,255517.5,7.0,35412.0,49662.0,4600949.0,4226.096174267175,585.6918517250256,76096.75645268284
2020-08-21,840.0,256357.5,6.0,35418.0,44943.0,4645892.0,4239.98923750701,585.7910878910244,76840.084954097
2020-08-22,947.0,257304.5,9.0,35427.0,46613.0,4692505.0,4255.652012373824,585.9399421400226,77611.03418838081
2020-08-23,1071.0,258375.5,3.0,35430.0,47463.0,4739968.0,4273.365668004612,585.9895602230221,78396.04187951447
2020-08-24,1209.0,259584.5,7.0,35437.0,33358.0,4773326.0,4293.361755453375,586.1053357500207,78947.76188374589
2020-08-25,953.0,260537.5,4.0,35441.0,45798.0,4819124.0,4309.123766486187,586.1714931940198,79705.23153881487
2020-08-26,876.0,261413.5,4.0,35445.0,58054.0,4877178.0,4323.612246722015,586.2376506380191,80665.40760229743
2020-08-27,1366.0,262779.5,13.0,35458.0,57640.0,4934818.0,4346.205013847745,586.4526623310165,81618.73637032608
2020-08-28,1409.0,264188.5,5.0,35463.0,65135.0,4999953.0,4369.508973496468,586.5353591360156,82696.02764904825
2020-08-29,1460.0,265648.5,9.0,35472.0,64294.0,5064247.0,4393.65644055618,586.6842133850138,83759.40932516959
2020-08-30,1444.0,267092.5,1.0,35473.0,53541.0,5117788.0,4417.539277839896,586.7007527460136,84644.94325246004
2020-08-31,1365.0,268457.5,4.0,35477.0,42583.0,5160371.0,4440.115505604627,586.7669101900128,85349.23886191467
2020-09-01,996.0,269453.5,6.0,35483.0,54395.0,5214766.0,4456.588709160431,586.8661463560117,86248.89740349895
2020-09-02,975.0,270428.5,8.0,35491.0,,,4472.714586135239,586.9984612440101,
2020-09-03,1326.0,271754.5,6.0,35497.0,,,4494.645778820978,587.0976974100089,
